timestamp_utc,airnow_pm25_obs_ug_m3,geoscf_pm25_fcst_tplus1_ug_m3,geoscf_pm25_fcst_tplus2_ug_m3,geoscf_pm25_fcst_tplus3_ug_m3,hour_utc,day_of_year,naqfc_pm25_fcst_tplus1_ug_m3,naqfc_pm25_fcst_tplus2_ug_m3,naqfc_pm25_fcst_tplus3_ug_m3
2024-12-28 20:00:00+00:00,20.95714285714286,17.39423992236455,15.529799938201904,16.39664896329244,20,363,19.18014144897461,18.514970779418945,18.449630737304688
2024-12-28 21:00:00+00:00,18.842857142857145,15.529799938201904,16.39664896329244,21.21456782023112,21,363,18.514970779418945,18.449630737304688,18.510393142700195
2024-12-28 22:00:00+00:00,17.357142857142858,16.39664896329244,21.21456782023112,27.95295572280884,22,363,18.449630737304688,18.510393142700195,19.950084686279297
2024-12-28 23:00:00+00:00,18.53333333333333,21.21456782023112,27.95295572280884,33.59894307454427,23,363,18.510393142700195,19.950084686279297,22.746397018432617
2024-12-29 00:00:00+00:00,17.057142857142857,27.95295572280884,33.59894307454427,40.13102213541666,0,364,19.950084686279297,22.746397018432617,24.904926300048828
2024-12-29 01:00:00+00:00,15.671428571428573,33.59894307454427,40.13102213541666,48.813196738561,1,364,22.746397018432617,24.904926300048828,26.48494529724121
2024-12-29 02:00:00+00:00,16.7,40.13102213541666,48.813196738561,58.80819384256999,2,364,24.904926300048828,26.48494529724121,28.200056076049805
2024-12-29 03:00:00+00:00,19.5,48.813196738561,58.80819384256999,68.87473042805989,3,364,26.48494529724121,28.200056076049805,30.40003204345703
2024-12-29 04:00:00+00:00,23.857142857142858,58.80819384256999,68.87473042805989,78.3253714243571,4,364,28.200056076049805,30.40003204345703,32.91109848022461
2024-12-29 05:00:00+00:00,25.928571428571423,68.87473042805989,78.3253714243571,86.67784055074056,5,364,30.40003204345703,32.91109848022461,35.30192947387695
2024-12-29 06:00:00+00:00,29.81428571428572,78.3253714243571,86.67784055074056,93.63816356658936,6,364,32.544395446777344,34.68246078491211,35.85009002685547
2024-12-29 07:00:00+00:00,28.9,86.67784055074056,93.63816356658936,100.95128440856934,7,364,34.68246078491211,35.85009002685547,36.80003356933594
2024-12-29 08:00:00+00:00,28.7,93.63816356658936,100.95128440856934,108.36981630325316,8,364,35.85009002685547,36.80003356933594,38.27244567871094
2024-12-29 09:00:00+00:00,26.971428571428568,100.95128440856934,108.36981630325316,114.65644931793211,9,364,36.80003356933594,38.27244567871094,39.372161865234375
2024-12-29 10:00:00+00:00,24.81428571428572,108.36981630325316,114.65644931793211,119.009681224823,10,364,38.27244567871094,39.372161865234375,40.40999984741211
2024-12-29 11:00:00+00:00,17.557142857142857,114.65644931793211,119.009681224823,122.68012444178264,11,364,39.372161865234375,40.40999984741211,42.029998779296875
2024-12-29 12:00:00+00:00,17.142857142857142,74.28162225087483,76.02211991945903,78.90140159924825,12,364,40.540008544921875,41.510005950927734,43.410030364990234
2024-12-29 13:00:00+00:00,18.142857142857142,76.02211991945903,78.90140159924825,82.22435601552327,13,364,41.510005950927734,43.410030364990234,45.600032806396484
2024-12-29 14:00:00+00:00,20.800000000000004,78.90140159924825,82.22435601552327,62.888182957967125,14,364,43.410030364990234,45.600032806396484,50.22003173828125
2024-12-29 15:00:00+00:00,20.285714285714285,82.22435601552327,62.888182957967125,48.371922532717385,15,364,45.600032806396484,50.22003173828125,56.310001373291016
2024-12-29 16:00:00+00:00,17.028571428571432,62.888182957967125,48.371922532717385,38.10884533325831,16,364,50.22003173828125,56.310001373291016,59.39004898071289
2024-12-29 17:00:00+00:00,21.4,48.371922532717385,38.10884533325831,25.97038241227468,17,364,56.310001373291016,59.39004898071289,57.30366134643555
2024-12-29 18:00:00+00:00,26.085714285714285,38.10884533325831,25.97038241227468,17.48157258828481,18,364,59.39004898071289,57.30366134643555,47.733882904052734
2024-12-29 19:00:00+00:00,33.01428571428571,25.97038241227468,17.48157258828481,14.136572440465292,19,364,57.30366134643555,47.733882904052734,39.14046096801758
2024-12-29 20:00:00+00:00,30.357142857142858,17.48157258828481,14.136572440465292,12.389505783716835,20,364,47.733882904052734,39.14046096801758,30.480308532714844
2024-12-29 21:00:00+00:00,22.7,14.136572440465292,12.389505783716835,12.285893281300863,21,364,39.14046096801758,30.480308532714844,23.524105072021484
2024-12-29 22:00:00+00:00,19.828571428571426,12.389505783716835,12.285893281300863,13.924667338530222,22,364,30.480308532714844,23.524105072021484,19.760047912597656
2024-12-29 23:00:00+00:00,19.82857142857143,12.285893281300863,13.924667338530222,16.328971068064373,23,364,23.524105072021484,19.760047912597656,21.8799991607666
2024-12-30 00:00:00+00:00,19.914285714285715,13.924667338530222,16.328971068064373,20.73810235659281,0,365,19.760047912597656,21.8799991607666,25.560049057006836
2024-12-30 01:00:00+00:00,21.357142857142858,16.328971068064373,20.73810235659281,27.49918381373088,1,365,21.8799991607666,25.560049057006836,29.021221160888672
2024-12-30 02:00:00+00:00,31.014285714285712,20.73810235659281,27.49918381373088,34.97644329071045,2,365,25.560049057006836,29.021221160888672,32.59000015258789
2024-12-30 03:00:00+00:00,33.07142857142857,27.49918381373088,34.97644329071045,42.94556522369385,3,365,29.021221160888672,32.59000015258789,36.39176559448242
2024-12-30 04:00:00+00:00,34.08571428571428,34.97644329071045,42.94556522369385,50.446385304133095,4,365,32.59000015258789,36.39176559448242,39.25343704223633
2024-12-30 05:00:00+00:00,38.41428571428572,42.94556522369385,50.446385304133095,56.6711970170339,5,365,36.39176559448242,39.25343704223633,40.601097106933594
2024-12-30 06:00:00+00:00,38.08571428571428,50.446385304133095,56.6711970170339,61.35601838429769,6,365,30.160070419311523,31.24343490600586,32.97182083129883
2024-12-30 07:00:00+00:00,32.371428571428574,56.6711970170339,61.35601838429769,64.0802309513092,7,365,31.24343490600586,32.97182083129883,36.221317291259766
2024-12-30 08:00:00+00:00,30.142857142857142,61.35601838429769,64.0802309513092,65.03137179215749,8,365,32.97182083129883,36.221317291259766,40.632022857666016
2024-12-30 09:00:00+00:00,26.071428571428573,64.0802309513092,65.03137179215749,64.00543244679768,9,365,36.221317291259766,40.632022857666016,45.440330505371094
2024-12-30 10:00:00+00:00,25.97142857142857,65.03137179215749,64.00543244679768,60.37165359656016,10,365,40.632022857666016,45.440330505371094,50.290428161621094
2024-12-30 11:00:00+00:00,26.0,64.00543244679768,60.37165359656016,54.78316676616669,11,365,45.440330505371094,50.290428161621094,54.60048294067383
2024-12-30 12:00:00+00:00,22.928571428571427,44.73102871576945,42.658116261164345,41.085118770599365,12,365,50.74411392211914,53.594085693359375,57.97166061401367
2024-12-30 13:00:00+00:00,22.7,42.658116261164345,41.085118770599365,40.01673905054728,13,365,53.594085693359375,57.97166061401367,63.43484878540039
2024-12-30 14:00:00+00:00,24.142857142857142,41.085118770599365,40.01673905054728,34.056214332580566,14,365,57.97166061401367,63.43484878540039,70.5722427368164
2024-12-30 15:00:00+00:00,22.842857142857145,40.01673905054728,34.056214332580566,27.225054105122883,15,365,63.43484878540039,70.5722427368164,66.25025939941406
2024-12-30 16:00:00+00:00,24.87142857142857,34.056214332580566,27.225054105122883,24.019660592079163,16,365,70.5722427368164,66.25025939941406,57.95079803466797
